date_time,leaf.wet.min,RH,DP,precip,soil.temp,SR,temp,wind,location,date,hour,Eto,res.wind,v.pressure,leaf.wet.mV,id,trial,hpi
7/8/2018 12:00,NA,34,12.2,0,22.4,898,29.5,2.2,CA,7/8/2018,12,0.75,1.9,1.4,NA,37,NA,NA
7/8/2018 13:00,NA,29,11.4,0,22.4,905,31.7,3,CA,7/8/2018,13,0.82,2.8,1.3,NA,38,NA,NA
7/8/2018 14:00,NA,23,9.4,0,22.5,856,33.4,4,CA,7/8/2018,14,0.84,3.7,1.2,NA,39,NA,NA
7/8/2018 15:00,NA,22,9.9,0,22.6,756,34.5,4.2,CA,7/8/2018,15,0.78,4.1,1.2,NA,40,NA,NA
7/8/2018 16:00,NA,25,11.3,0,22.7,618,34.4,4.2,CA,7/8/2018,16,0.66,4,1.3,NA,41,NA,NA
7/8/2018 17:00,NA,25,11.1,0,22.8,452,33.9,4.1,CA,7/8/2018,17,0.52,4,1.3,NA,42,NA,NA
7/8/2018 18:00,NA,27,11.2,0,22.9,273,32.6,4,CA,7/8/2018,18,0.37,3.9,1.3,NA,43,NA,NA
7/8/2018 19:00,NA,31,11.5,0,23,109,30.5,2.5,CA,7/8/2018,19,0.19,2.4,1.4,NA,44,NA,NA
7/8/2018 20:00,NA,36,10.3,0,23,15,26.5,2,CA,7/8/2018,20,0.09,2,1.3,NA,45,NA,NA
7/8/2018 21:00,NA,42,9.5,0,23.1,0,23.2,1.3,CA,7/8/2018,21,0.05,1.2,1.2,NA,46,NA,NA
7/8/2018 22:00,NA,48,9.3,0,23.1,0,20.6,1.9,CA,7/8/2018,22,0.05,1.7,1.2,NA,47,NA,NA
7/8/2018 23:00,NA,51,9.1,0,23.1,0,19.5,1.5,CA,7/8/2018,23,0.04,1.2,1.2,NA,48,NA,NA
7/9/2018 0:00,NA,48,10.1,0,23.2,0,21.7,1.3,CA,7/9/2018,0,0.04,1.3,1.2,NA,49,NA,NA
7/9/2018 1:00,NA,62,9.3,0,23,0,16.6,1.2,CA,7/9/2018,1,0.01,1.1,1.2,NA,50,NA,NA
7/9/2018 2:00,NA,67,10,0,23,0,16.3,1.4,CA,7/9/2018,2,0.01,1.4,1.2,NA,51,NA,NA
7/9/2018 3:00,NA,69,10,0,22.9,0,15.7,1.4,CA,7/9/2018,3,0,1.4,1.2,NA,52,NA,NA
7/9/2018 4:00,NA,69,9.2,0,22.9,0,14.8,1.4,CA,7/9/2018,4,0,1.2,1.2,NA,53,NA,NA
7/9/2018 5:00,NA,73,9.2,0,22.8,1,13.9,1.1,CA,7/9/2018,5,0,0.9,1.2,NA,54,NA,NA
7/9/2018 6:00,NA,72,9.5,0,22.7,72,14.5,1,CA,7/9/2018,6,0.02,0.9,1.2,NA,55,NA,NA
7/9/2018 7:00,NA,62,10.3,0,22.6,222,17.6,1.3,CA,7/9/2018,7,0.15,1,1.3,NA,56,NA,NA
7/9/2018 8:00,NA,56,11,0,22.5,399,19.9,1.3,CA,7/9/2018,8,0.27,0.9,1.3,NA,57,NA,NA
7/9/2018 9:00,NA,63,13.4,0,22.4,611,20.7,1.6,CA,7/9/2018,9,0.41,1.3,1.5,NA,58,NA,NA
7/9/2018 10:00,NA,56,14,0,22.4,757,23.1,1.8,CA,7/9/2018,10,0.54,1.4,1.6,NA,59,NA,NA
7/9/2018 11:00,NA,48,14.2,0,22.4,857,26.2,2.6,CA,7/9/2018,11,0.68,2.4,1.6,NA,60,NA,NA
7/9/2018 12:00,NA,44,14.7,0,22.4,930,28,2.2,CA,7/9/2018,12,0.74,1.9,1.7,NA,61,NA,NA
7/9/2018 13:00,NA,33,13.3,0,22.4,918,31.4,1.6,CA,7/9/2018,13,0.76,0.4,1.5,NA,62,NA,NA
7/9/2018 14:00,NA,30,13.5,0,22.5,864,33.2,2.3,CA,7/9/2018,14,0.77,2,1.5,NA,63,NA,NA
7/9/2018 15:00,NA,28,12.8,0,22.6,770,34,2.6,CA,7/9/2018,15,0.71,2.3,1.5,NA,64,NA,NA
7/9/2018 16:00,NA,23,10.9,0,22.7,634,35.3,2.9,CA,7/9/2018,16,0.62,2.6,1.3,NA,65,NA,NA
7/9/2018 17:00,NA,22,10.7,0,22.8,463,35.8,2.7,CA,7/9/2018,17,0.48,2.5,1.3,NA,66,NA,NA
7/9/2018 18:00,NA,27,13.1,0,22.9,281,35,2.7,CA,7/9/2018,18,0.33,2.6,1.5,NA,67,NA,NA
7/9/2018 19:00,NA,34,14.3,0,23,118,32.3,2.7,CA,7/9/2018,19,0.2,2.6,1.6,NA,68,NA,NA
7/9/2018 20:00,NA,32,11.3,0,23.1,16,30,2.3,CA,7/9/2018,20,0.11,1.9,1.3,NA,69,NA,NA
7/9/2018 21:00,NA,27,7.8,0,23.1,0,28.6,1.7,CA,7/9/2018,21,0.09,1.6,1.1,NA,70,NA,NA
7/9/2018 22:00,NA,31,7.9,0,23.2,0,26.4,1.4,CA,7/9/2018,22,0.07,0.2,1.1,NA,71,NA,NA
7/9/2018 23:00,NA,40,9.3,0,23.2,0,23.8,1.4,CA,7/9/2018,23,0.05,1.3,1.2,NA,72,NA,NA
7/10/2018 0:00,NA,66,12.2,0,23.3,0,18.5,1.6,CA,7/10/2018,0,0.01,1.5,1.4,NA,73,NA,NA
7/10/2018 1:00,NA,53,9.9,0,23.2,0,19.7,1.3,CA,7/10/2018,1,0.02,0.6,1.2,NA,74,NA,NA
7/10/2018 2:00,NA,54,9.8,0,23.2,0,19.2,1.3,CA,7/10/2018,2,0.02,1,1.2,NA,75,NA,NA
7/10/2018 3:00,NA,58,9.3,0,23.2,0,17.5,0.9,CA,7/10/2018,3,0.01,0.6,1.2,NA,76,NA,NA
7/10/2018 4:00,NA,62,9.4,0,23.2,0,16.8,0.8,CA,7/10/2018,4,0,0.4,1.2,NA,77,NA,NA
7/10/2018 5:00,NA,64,9.6,0,23.1,1,16.6,0.7,CA,7/10/2018,5,0,0.2,1.2,NA,78,NA,NA
7/10/2018 6:00,NA,62,10.2,0,23.1,77,17.6,1.1,CA,7/10/2018,6,0.03,0.6,1.2,NA,79,NA,NA
7/10/2018 7:00,NA,57,11.1,0,23,237,20,1.3,CA,7/10/2018,7,0.17,1.1,1.3,NA,80,NA,NA
7/10/2018 8:00,NA,42,11,0,22.9,430,24.8,2,CA,7/10/2018,8,0.34,1.7,1.3,NA,81,NA,NA
7/10/2018 9:00,NA,34,10.2,0,22.9,611,27.6,4.6,CA,7/10/2018,9,0.58,4.5,1.2,NA,82,NA,NA
7/10/2018 10:00,NA,28,9.1,0,22.8,762,29.5,5.6,CA,7/10/2018,10,0.77,5.5,1.2,NA,83,NA,NA
7/10/2018 11:00,NA,28,10,0,22.8,867,30.8,4.3,CA,7/10/2018,11,0.82,4.1,1.2,NA,84,NA,NA
7/10/2018 12:00,NA,27,10.9,0,22.8,925,32,2.5,CA,7/10/2018,12,0.81,2.3,1.3,NA,85,NA,NA
7/10/2018 13:00,NA,25,10.7,0,22.8,920,33.3,2.1,CA,7/10/2018,13,0.81,0.7,1.3,NA,86,NA,NA
7/10/2018 14:00,NA,23,10.2,0,22.9,871,34.1,2.7,CA,7/10/2018,14,0.8,2.1,1.2,NA,87,NA,NA
7/10/2018 15:00,NA,23,10.7,0,22.9,771,34.6,2.8,CA,7/10/2018,15,0.73,2.4,1.3,NA,88,NA,NA
7/10/2018 16:00,NA,25,11.8,0,23,631,34.5,2.8,CA,7/10/2018,16,0.61,2.5,1.4,NA,89,NA,NA
7/10/2018 17:00,NA,25,11.4,0,23.1,466,34.3,3.3,CA,7/10/2018,17,0.5,3.2,1.3,NA,90,NA,NA
7/10/2018 18:00,NA,30,12.6,0,23.2,289,32.6,3.7,CA,7/10/2018,18,0.36,3.6,1.5,NA,91,NA,NA
7/10/2018 19:00,NA,35,12.9,0,23.2,123,29.9,2.9,CA,7/10/2018,19,0.2,2.9,1.5,NA,92,NA,NA
7/10/2018 20:00,NA,43,12.3,0,23.3,14,26,3.1,CA,7/10/2018,20,0.1,3,1.4,NA,93,NA,NA
7/10/2018 21:00,NA,48,11.7,0,23.3,0,23.2,1.9,CA,7/10/2018,21,0.05,1.7,1.4,NA,94,NA,NA
7/10/2018 22:00,NA,54,11.8,0,23.4,0,21.4,1.5,CA,7/10/2018,22,0.03,1.3,1.4,NA,95,NA,NA
7/10/2018 23:00,NA,61,12,0,23.4,0,19.7,1.6,CA,7/10/2018,23,0.02,1.5,1.4,NA,96,NA,NA
7/11/2018 0:00,NA,69,13,0,23.5,0,18.8,1.4,CA,7/11/2018,0,0.01,1.4,1.5,NA,97,NA,NA
7/11/2018 1:00,NA,71,12.4,0,23.3,0,17.6,2,CA,7/11/2018,1,0,1.9,1.4,NA,98,NA,NA
7/11/2018 2:00,NA,77,12.3,0,23.3,0,16.4,1.7,CA,7/11/2018,2,0,1.6,1.4,NA,99,NA,NA
7/11/2018 3:00,NA,80,12.3,0,23.2,0,15.7,1.3,CA,7/11/2018,3,0,1.1,1.4,NA,100,NA,NA
7/11/2018 4:00,NA,83,12.3,0,23.2,0,15.1,1.2,CA,7/11/2018,4,0,1.1,1.4,NA,101,NA,NA
7/11/2018 5:00,NA,84,11.6,0,23.1,1,14.3,0.7,CA,7/11/2018,5,0,0.5,1.4,NA,102,NA,NA
7/11/2018 6:00,NA,83,11.6,0,23,74,14.4,1.2,CA,7/11/2018,6,0.02,1.1,1.4,NA,103,NA,NA
7/11/2018 7:00,NA,78,12.9,0,23,238,16.7,1.2,CA,7/11/2018,7,0.14,1.1,1.5,NA,104,NA,NA
7/11/2018 8:00,NA,70,13.7,0,22.9,416,19.2,1.3,CA,7/11/2018,8,0.26,0.9,1.6,NA,105,NA,NA
7/11/2018 9:00,NA,62,14.6,0,22.8,599,22.2,1.3,CA,7/11/2018,9,0.41,0.4,1.7,NA,106,NA,NA
7/11/2018 10:00,NA,56,15.2,0,22.7,745,24.6,1.4,CA,7/11/2018,10,0.54,0.7,1.7,NA,107,NA,NA
7/11/2018 11:00,NA,50,15.9,0,22.7,852,27,1.4,CA,7/11/2018,11,0.65,0.1,1.8,NA,108,NA,NA
7/11/2018 12:00,NA,45,16.4,0,22.7,913,29.4,1.7,CA,7/11/2018,12,0.73,0.8,1.9,NA,109,NA,NA
7/11/2018 13:00,NA,39,15.6,0,22.8,924,31.4,2,CA,7/11/2018,13,0.78,1.5,1.8,NA,110,NA,NA
7/11/2018 14:00,NA,31,13.5,0,22.8,880,32.8,1.9,CA,7/11/2018,14,0.76,1.2,1.6,NA,111,NA,NA
7/11/2018 15:00,NA,24,10.7,0,22.9,781,34,2.3,CA,7/11/2018,15,0.71,1.9,1.3,NA,112,NA,NA
7/11/2018 16:00,NA,22,9.7,0,23,641,34.5,2.2,CA,7/11/2018,16,0.59,1.8,1.2,NA,113,NA,NA
7/11/2018 17:00,NA,21,8.8,0,23.2,471,34.5,3.1,CA,7/11/2018,17,0.5,2.8,1.1,NA,114,NA,NA
7/11/2018 18:00,NA,18,6.2,0,23.3,291,33.6,3.1,CA,7/11/2018,18,0.36,3,0.9,NA,115,NA,NA
7/11/2018 19:00,NA,24,8.5,0,23.3,123,31.1,2.4,CA,7/11/2018,19,0.2,2.4,1.1,NA,116,NA,NA
7/11/2018 20:00,NA,35,10.3,0,23.4,15,27.2,2.2,CA,7/11/2018,20,0.09,2.1,1.3,NA,117,NA,NA
7/11/2018 21:00,NA,49,12.3,0,23.4,0,23.6,2.5,CA,7/11/2018,21,0.06,2.4,1.4,NA,118,NA,NA
7/11/2018 22:00,NA,52,12.4,0,23.5,0,22.6,1.6,CA,7/11/2018,22,0.04,1.3,1.4,NA,119,NA,NA
7/11/2018 23:00,NA,60,12.6,0,23.5,0,20.7,1.3,CA,7/11/2018,23,0.02,1.2,1.5,NA,120,NA,NA
7/12/2018 0:00,NA,54,13,0,23.7,0,22.8,1.8,CA,7/12/2018,0,0.03,1.6,1.5,NA,121,NA,NA
7/12/2018 1:00,NA,73,13,0,23.4,0,17.8,1.4,CA,7/12/2018,1,0,1.4,1.5,NA,122,NA,NA
7/12/2018 2:00,NA,74,12.7,0,23.4,0,17.4,1.1,CA,7/12/2018,2,0,1.1,1.5,NA,123,NA,NA
7/12/2018 3:00,NA,74,12.5,0,23.4,0,17.1,0.8,CA,7/12/2018,3,0,0.8,1.5,NA,124,NA,NA
7/12/2018 4:00,NA,76,12.4,0,23.3,0,16.7,0.9,CA,7/12/2018,4,0,0.4,1.4,NA,125,NA,NA
7/12/2018 5:00,NA,76,12.2,0,23.2,1,16.4,1.2,CA,7/12/2018,5,0,1.1,1.4,NA,126,NA,NA
7/12/2018 6:00,NA,76,12.4,0,23.2,63,16.6,1.2,CA,7/12/2018,6,0.02,0.9,1.4,NA,127,NA,NA
7/12/2018 7:00,NA,71,14,0,23.1,208,19.3,0.7,CA,7/12/2018,7,0.13,0.3,1.6,NA,128,NA,NA
7/12/2018 8:00,NA,73,15.4,0,23.1,413,20.4,1.5,CA,7/12/2018,8,0.27,1.3,1.8,NA,129,NA,NA
7/12/2018 9:00,NA,69,15.9,0,23,609,21.8,1.6,CA,7/12/2018,9,0.41,1.2,1.8,NA,130,NA,NA
7/12/2018 10:00,NA,59,16.1,0,23,760,24.7,1.7,CA,7/12/2018,10,0.56,1.3,1.8,NA,131,5s,0
7/12/2018 11:00,NA,51,16.2,0,22.9,724,27.3,2.3,CA,7/12/2018,11,0.58,1.7,1.8,NA,132,5s,1
7/12/2018 12:00,NA,44,16.4,0,22.9,874,30.1,2.1,CA,7/12/2018,12,0.73,1.6,1.9,NA,133,5s,2
7/12/2018 13:00,NA,32,13.7,0,23,924,32.5,2.4,CA,7/12/2018,13,0.81,2.1,1.6,NA,134,5s,3
7/12/2018 14:00,NA,24,10.8,0,23,863,34.2,2.9,CA,7/12/2018,14,0.81,2.6,1.3,NA,135,5s,4
7/12/2018 15:00,NA,21,9.2,0,23.1,715,34.7,4.1,CA,7/12/2018,15,0.75,3.9,1.2,NA,136,5s,5
7/12/2018 16:00,NA,21,9,0,23.2,617,34.5,4.7,CA,7/12/2018,16,0.69,4.5,1.1,NA,137,5s,6
7/12/2018 17:00,NA,22,9.1,0,23.3,453,34,4.5,CA,7/12/2018,17,0.54,4.4,1.2,NA,138,5s,7
7/12/2018 18:00,NA,21,8.3,0,23.4,319,33.4,4.1,CA,7/12/2018,18,0.41,4,1.1,NA,139,5s,8
7/12/2018 19:00,NA,26,9.5,0,23.5,147,31.6,3.9,CA,7/12/2018,19,0.27,3.8,1.2,NA,140,5s,9
7/12/2018 20:00,NA,31,10.3,0,23.6,16,29.1,3.1,CA,7/12/2018,20,0.12,3.1,1.3,NA,141,5s,10
7/12/2018 21:00,NA,36,10.9,0,23.6,0,27.1,1.4,CA,7/12/2018,21,0.05,1.1,1.3,NA,142,5s,11
7/12/2018 22:00,NA,47,12.1,0,23.6,0,23.9,2.5,CA,7/12/2018,22,0.05,2.4,1.4,NA,143,5s,12
7/12/2018 23:00,NA,52,12.4,0,23.6,0,22.9,1.5,CA,7/12/2018,23,0.03,1.3,1.4,NA,144,5s,13
7/13/2018 0:00,NA,63,13.6,0,23.5,0,20.9,1.5,CA,7/13/2018,0,0.02,1.4,1.6,NA,145,5s,14
7/13/2018 1:00,NA,53,13,0,23.6,0,23,1.2,CA,7/13/2018,1,0.05,0.5,1.5,NA,146,5s,15
7/13/2018 2:00,NA,56,13.3,0,23.6,0,22.5,1.9,CA,7/13/2018,2,0.05,1.8,1.5,NA,147,5s,16
7/13/2018 3:00,NA,60,13,0,23.6,0,21.1,1.5,CA,7/13/2018,3,0.04,1.3,1.5,NA,148,5s,17
7/13/2018 4:00,NA,60,12.9,0,23.6,0,20.9,1.2,CA,7/13/2018,4,0.04,1,1.5,NA,149,5s,18
7/13/2018 5:00,NA,63,13.3,0,23.5,0,20.5,2.2,CA,7/13/2018,5,0.04,1.9,1.5,NA,150,5s,19
7/13/2018 6:00,NA,76,15.1,0,23.5,15,19.5,1.3,CA,7/13/2018,6,0.03,0.7,1.7,NA,151,5s,20
7/13/2018 7:00,NA,74,15.4,0,23.5,31,20.2,0.7,CA,7/13/2018,7,0.03,0.4,1.8,NA,152,5s,21
7/13/2018 8:00,NA,73,16.2,0,23.4,117,21.2,1.4,CA,7/13/2018,8,0.08,1,1.8,NA,153,5s,22
7/13/2018 9:00,NA,67,16.1,0,23.4,229,22.7,1.8,CA,7/13/2018,9,0.15,1.7,1.8,NA,154,5s,23
7/13/2018 10:00,NA,55,15,0,23.3,422,24.7,1.7,CA,7/13/2018,10,0.31,1.5,1.7,NA,155,5s,24
7/13/2018 11:00,NA,47,14.5,0,23.3,369,26.8,1.2,CA,7/13/2018,11,0.25,1,1.7,NA,156,5s,25
7/13/2018 12:00,NA,37,12.4,0,23.2,312,28.5,0.8,CA,7/13/2018,12,0.2,0.6,1.4,NA,157,5s,26
7/13/2018 13:00,NA,36,12.6,0,23.2,406,29,1.1,CA,7/13/2018,13,0.28,0.8,1.5,NA,158,5s,27
7/13/2018 14:00,NA,29,11.6,0,23.2,875,31.8,1.2,CA,7/13/2018,14,0.72,0.4,1.4,NA,159,5s,28
7/13/2018 15:00,NA,24,9.9,0,23.2,663,33.2,1.5,CA,7/13/2018,15,0.58,1.2,1.2,NA,160,5s,29
7/13/2018 16:00,NA,27,12.7,0,23.2,619,34.1,1.7,CA,7/13/2018,16,0.55,1.1,1.5,NA,161,5s,30
7/13/2018 17:00,NA,27,13,0,23.3,440,34.5,1.8,CA,7/13/2018,17,0.41,1.2,1.5,NA,162,5s,31
7/13/2018 18:00,NA,27,13,0,23.3,263,34.6,1.9,CA,7/13/2018,18,0.28,1.7,1.5,NA,163,5s,32
7/13/2018 19:00,NA,39,15.7,0,23.4,104,31.5,2.7,CA,7/13/2018,19,0.18,2.6,1.8,NA,164,5s,33
7/13/2018 20:00,NA,42,13.8,0,23.4,11,27.8,2,CA,7/13/2018,20,0.08,1.8,1.6,NA,165,5s,34
7/13/2018 21:00,NA,43,12.4,0,23.4,0,26,1.1,CA,7/13/2018,21,0.05,1,1.4,NA,166,5s,35
7/13/2018 22:00,NA,49,12.8,0,23.5,0,24.1,1.5,CA,7/13/2018,22,0.05,1.4,1.5,NA,167,5s,36
7/13/2018 23:00,NA,55,13,0,23.5,0,22.5,1.4,CA,7/13/2018,23,0.04,1.3,1.5,NA,168,5s,37
7/14/2018 0:00,NA,71,13.3,0,24,0,18.6,2,CA,7/14/2018,0,0.02,1.9,1.5,NA,169,5s,38
7/14/2018 1:00,NA,62,12.7,0,23.5,0,20.2,1.5,CA,7/14/2018,1,0.02,1.4,1.5,NA,170,5s,39
7/14/2018 2:00,NA,65,12.7,0,23.5,0,19.6,1.2,CA,7/14/2018,2,0.01,1.2,1.5,NA,171,5s,40
7/14/2018 3:00,NA,69,13.1,0,23.5,0,18.8,1.4,CA,7/14/2018,3,0.01,1.3,1.5,NA,172,5s,41
7/14/2018 4:00,NA,72,13.1,0,23.5,0,18.2,1.5,CA,7/14/2018,4,0,1.4,1.5,NA,173,5s,42
7/14/2018 5:00,NA,74,13.2,0,23.4,1,17.8,0.9,CA,7/14/2018,5,0,0.7,1.5,NA,174,5s,43
7/14/2018 6:00,NA,75,13.6,0,23.4,54,18,1.1,CA,7/14/2018,6,0.03,1,1.6,NA,175,5s,44
7/14/2018 7:00,NA,69,14.4,0,23.4,214,20.3,1.2,CA,7/14/2018,7,0.15,1,1.6,NA,176,5s,45
7/14/2018 8:00,NA,63,15.6,0,23.3,396,23,1.3,CA,7/14/2018,8,0.28,1,1.8,NA,177,5s,46
7/14/2018 9:00,NA,57,16.8,0,23.3,573,26,1.6,CA,7/14/2018,9,0.43,0.9,1.9,NA,178,5s,47
7/14/2018 10:00,NA,56,18.3,0,23.2,721,27.9,1.8,CA,7/14/2018,10,0.56,1.1,2.1,NA,179,5s,48
7/14/2018 11:00,NA,52,18.7,0,23.2,828,29.5,2.1,CA,7/14/2018,11,0.67,1.7,2.2,NA,180,5s,49
7/14/2018 12:00,NA,46,18.4,0,23.2,860,31.3,2.2,CA,7/14/2018,12,0.73,1.6,2.1,NA,181,5s,50
7/14/2018 13:00,NA,42,18.2,0,23.2,888,32.9,2.9,CA,7/14/2018,13,0.79,2.6,2.1,NA,182,5s,51
7/14/2018 14:00,NA,38,17.2,0,23.3,843,33.5,3.5,CA,7/14/2018,14,0.79,3.3,2,NA,183,5s,52
7/14/2018 15:00,NA,35,16.7,0,23.4,746,34.4,4.1,CA,7/14/2018,15,0.74,3.9,1.9,NA,184,5s,53
7/14/2018 16:00,NA,36,17.9,0,23.5,607,35.2,4.1,CA,7/14/2018,16,0.63,3.9,2,NA,185,5s,54
7/14/2018 17:00,NA,38,18,0,23.6,442,34.5,3.7,CA,7/14/2018,17,0.47,3.6,2.1,NA,186,5s,55
7/14/2018 18:00,NA,37,16.4,0,23.7,268,33.1,3.6,CA,7/14/2018,18,0.33,3.5,1.9,NA,187,5s,56
7/14/2018 19:00,NA,41,15.3,0,23.8,109,30,3.3,CA,7/14/2018,19,0.19,3.2,1.7,NA,188,5s,57
7/14/2018 20:00,NA,48,14.4,0,23.9,11,26.4,2.8,CA,7/14/2018,20,0.09,2.7,1.6,NA,189,5s,58
7/14/2018 21:00,NA,55,13.4,0,24,0,23,2.5,CA,7/14/2018,21,0.05,2.5,1.5,NA,190,5s,59
7/14/2018 22:00,NA,61,13.2,0,24,0,21,2.6,CA,7/14/2018,22,0.04,2.5,1.5,NA,191,5s,60
7/14/2018 23:00,NA,66,13.2,0,24,0,19.7,2.1,CA,7/14/2018,23,0.02,2,1.5,NA,192,5s,61
7/15/2018 0:00,NA,68,11.4,0,24,0,17.3,1.8,CA,7/15/2018,0,0.01,1.7,1.3,NA,193,5s,62
7/15/2018 1:00,NA,75,13.2,0,24,0,17.7,2.1,CA,7/15/2018,1,0,1.9,1.5,NA,194,5s,63
7/15/2018 2:00,NA,77,13.2,0,24,0,17.2,2.1,CA,7/15/2018,2,0,2,1.5,NA,195,5s,64
7/15/2018 3:00,NA,81,13.3,0,23.9,0,16.6,1.8,CA,7/15/2018,3,0,1.7,1.5,NA,196,5s,65
7/15/2018 4:00,NA,82,13.3,0,23.9,0,16.4,1.6,CA,7/15/2018,4,0,1.5,1.5,NA,197,5s,66
7/15/2018 5:00,NA,83,13.2,0,23.8,1,16.1,1.6,CA,7/15/2018,5,0,1.5,1.5,NA,198,5s,67
7/15/2018 6:00,NA,85,13.4,0,23.7,53,16,1.5,CA,7/15/2018,6,0.02,1.4,1.5,NA,199,5s,68
